Company name,OSIRIS Identification Number,count_records
DFCC BANK,LK43495,6
DFCU LIMITED,UG19965,5
DGB FINANCIAL GROUP CO LTD,KR14323,2
DHAKA BANK LIMITED,BD10471,5
DHAKA BANK LIMITED,BD46385,5
DHANLAXMI BANK LTD,IN42643,5
DHOFAR INTERNATIONAL DEVELOPMENT & INVESTMENT HOLDING COMPANY,OM40500,3
DIABLO VALLEY BANK,US71321,4
DIAMOND BANK PLC,NG43298,5
"DIAMOND HILL INVESTMENT GROUP, INC",US49641,3
DIAMOND TRUST BANK KENYA LIMITED,KE44494,5
DIJLAH & FURAT BANK FOR DEVELOPMENT AND INVESTMENT JOINT STOCK COMPANY,IQ10018,5
"DIME COMMUNITY BANCSHARES, INC",US23851,4
"DIME COMMUNITY BANCSHARES, INC",USA1693,17
"DIMECO, INC",US68675,10
"DIMECO, INC",US89499,6
"DIMECO, INC",USB1AE6,9
DISCOVER FINANCIAL SERVICES,US15903,7
DISCOVER FINANCIAL SERVICES,USAEF68,16
DJURSLANDS BANK A/S,DK10363,5
DNB ASA,NO48594,5
DNB ASA,NO49685,3
DNB FINANCIAL CORPORATION,US19501,15
DNB FINANCIAL CORPORATION,USA1DB9,17
DOHA BANK,QA33188,5
DONGBU SECURITIES CO,KR39540,2
DORAL FINANCIAL CORPORATION,US33416,14
DORAL FINANCIAL CORPORATION,US48559,12
DSP MERRILL LYNCH LTD,IN46925,2
DUBAI ISLAMIC BANK PJSC,AE38656,5
DUNDEE CORPORATION,CA40275,3
DUNEDIN ENTERPRISE INVESTMENT TRUST PLC,GB46628,3
DUNEDIN SMALLER COMPANIES INVESTMENT TRUST PLC,GB43684,3
DUTCH-BANGLA BANK LIMITED,BD46948,5
DVB BANK SE,DE13240,5
DZ BANK POLSKA SA,PL37392,1
E. SUN COMMERCIAL BANK,TW38605,5
E. SUN FINANCIAL HOLDING CO LTD,TW23476,5
E*TRADE FINANCIAL CORPORATION,US16252,4
"EAGLE BANCORP MONTANA, INC",US20918,2
"EAGLE BANCORP MONTANA, INC",US73366,2
"EAGLE BANCORP MONTANA, INC",USC2C9C,12
"EAGLE BANCORP, INC.",US68683,15
"EAGLE BANCORP, INC.",USA2698,17
"EAGLE FINANCIAL SERVICES, INC.",US68684,15
"EAGLE FINANCIAL SERVICES, INC.",US89502,1
"EAGLE FINANCIAL SERVICES, INC.",USB22EC,12
"EAGLE NATIONAL BANCORP, INC",US83107,12
EAST CARIBBEAN FINANCIAL HOLDING COMPANY LIMITED,LC18547,3
EAST PENN FINANCIAL CORPORATION,US68687,3
EAST PENN FINANCIAL CORPORATION,US89505,1
EAST PENN FINANCIAL CORPORATION,USA7560,7
EAST PROSPECT STATE BANK,US61990,5
"EAST TEXAS FINANCIAL SERVICES, INC.",US84410,1
"EAST WEST BANCORP, INC",US19314,16
"EAST WEST BANCORP, INC",USA1DDC,17
EAST WEST BANKING CORPORATION,PH14984,8
EAST WEST BANKING CORPORATION,PH45887,5
EAST-UKRAINIAN STOCK EXCHANGE BANK GRANT - GRANT BANK,UA46942,6
EASTERN BANK LIMITED,BD44897,5
EASTERN MICHIGAN FINANCIAL CORPORATION,US20867,11
"EASTERN VIRGINIA BANKSHARES, INC.",US68694,17
"EASTERN VIRGINIA BANKSHARES, INC.",USA1C79,16
"ECB BANCORP, INC",US19502,13
"ECB BANCORP, INC",USA1D51,13
ECM LIBRA FINANCIAL GROUP BERHAD,MY26868,5
ECOBANK GHANA LIMITED,GH34949,5
ECOBANK NIGERIA LTD,NG44279,5
ECOBANK TRANSNATIONAL INCORPORATED,TG43299,5
ECONOMY BANK OF INVESTMENT AND FINANCE PJSC,IQ11334,1
"EDGEWATER BANCORP, INC.",US83906,2
EDINBURGH WORLDWIDE INVESTMENT TRUST PLC,GB47170,4
EDMOND DE ROTHSCHILD (SUISSE) S.A,CH30272,5
EDMOND DE ROTHSCHILD SA,FR17494,5
EDYFICAR PERU S.A,PE26594,5
EFG INTERNATIONAL,CH29677,5
EFG-HERMES HOLDING COMPANY SAE,EG21655,5
EGHTESAD NOVIN BANK PJSC - EN BANK,IR16834,1
EGYPTIAN GULF BANK SAE,EG32002,5
EIK BANKI P/F,DK10632,5
EKATERINBURG NATIONAL CITY BANK OAO - BANK EKATERINBURG,RU40700,3
ELAF ISLAMIC BANK,IQ11822,4
ELECTRA PRIVATE EQUITY PLC,GB43324,3
ELEMENT FLEET MANAGEMENT CORP,CA50130,3
"ELMER BANCORP, INC.",US89516,12
ELMIRA SAVINGS BANK,US29420,17
ELMIRA SAVINGS BANK,US70867,6
EMBASSY BANCORP INC,US20965,5
EMBASSY BANCORP INC,US64209,3
EMBASSY BANCORP INC,USC9B3D,5
EMCLAIRE FINANCIAL CORP,US20871,7
EMCLAIRE FINANCIAL CORP,US68707,9
EMCLAIRE FINANCIAL CORP,USB10D3,12
EMIRATES INVESTMENT BANK PJSC,AE43454,5
EMIRATES ISLAMIC BANK PJSC,AE31317,6
EMIRATES NATIONAL BANK OF DUBAI SAE,EG36867,5
EMIRATES NBD PJSC,AE26623,6
"EMPRESA GENERAL DE INVERSIONES, SA",PA29431,5
"EMPRESA GENERAL DE INVERSIONES, SA",PAACA65,15
ENB FINANCIAL CORP,US20966,1
ENB FINANCIAL CORP,US73007,7
ENB FINANCIAL CORP,USC3E3A,10
"ENCORE BANCSHARES, INC",US72036,5
"ENCORE BANCSHARES, INC",USAECE7,10
ENISEY BANK PLC (THE),RU38211,3
ENTEGRA FINANCIAL CORP.,US69368,16
ENTEGRA FINANCIAL CORP.,USD3309,8
ENTERPRISE BANCORP INC,US23856,16
ENTERPRISE BANCORP INC,USAA8E6,17
ENTERPRISE BANK LIMITED,NG51035,2
ENTERPRISE BANK NJ,US62041,15
"ENTERPRISE BANK, PENNSYLVANIA",US62042,15
ENTERPRISE FINANCIAL SERVICES CORP,US40332,16
ENTERPRISE FINANCIAL SERVICES CORP,USAA47B,17
ENTIE COMMERCIAL BANK PUBLIC COMPANY,TW40061,5
EQ PLC,FI19511,3
EQDOM - SOCIETE D'EQUIPEMENT DOMESTIQUE ET MENAGER,MA17467,5
EQUITABLE GROUP INC,CA12406,3
EQUITABLE GROUP INC,CAA9ADE,16
EQUITY BANCSHARES INC,US60329,5
EQUITY BANCSHARES INC,USF8AA6,7
EQUITY GROUP HOLDINGS LIMITED,KE40934,5
ERSTE & STEIERMAERKISCHE BANK DD,HR25546,3
ERSTE & STEIERMAERKISCHE BANK DD,HR31492,5
ERSTE BANK AD PODGORICA,ME40803,5
ERSTE GROUP BANK AG,AT46146,5
ERSTE GROUP BANK AG,AT47149,8
"ES BANCSHARES, INC",US83303,10
ESB FINANCIAL CORPORATION,US17146,3
ESB FINANCIAL CORPORATION,US29405,15
ESSA BANCORP INC,US27223,4
ESSA BANCORP INC,USADE2F,13
ESTERAD INVESTMENT COMPANY BSC,BH27701,4
"EUGENE INVESTMENT & SECURITIES CO, LTD",KR39546,2
EURASIAN BANK,KZ48807,5
EUREKA FINANCIAL CORPORATION,US83581,4
"EUROBANCSHARES, INC.",US68711,8
"EUROBANCSHARES, INC.",USA9EA5,8
EUROBANK A.D. BEOGRAD,RS40823,5
EUROBANK ERGASIAS SA,GR49514,5
EUROBANK ERGASIAS SA,GR49515,5
EUROPEJSKI FUNDUSZ LEASINGOWY SA - EFL SA,PL51015,2
EUROSIC S.A.,FR12947,3
EUROSTANDARD BANKA AD SKOPJE,MK29964,5
"EVANS BANCORP, INC.",US68713,11
"EVANS BANCORP, INC.",US89442,5
"EVANS BANCORP, INC.",USA69E8,17
EVERBANK FINANCIAL CORP,US64349,4
EVERBANK FINANCIAL CORP,USCC648,10
EVEREST BANK LIMITED,NP48456,5
EVEREST FINANCE  LIMITED,NP53537,4
"EVERGREENBANCORP, INC.",US19750,8
"EVERGREENBANCORP, INC.",USB10F3,4
"EVERTRUST FINANCIAL GROUP, INC",US19316,4
"EVERTRUST FINANCIAL GROUP, INC",USA2038,5
EVLI BANK PLC,FI18582,5
EVROBANK OOO,UA54115,2
EVROFINANCE MOSNARBANK OAO,RU45586,3
EXCEL DEVELOPMENT BANK LTD,NP11098,4
"EXCHANGE BANK, CALIFORNIA",US62077,15
EXOR SPA,IT16210,3
EXPORT & INDUSTRY BANK INC,PH46609,1
EXPORT DEVELOPMENT BANK OF EGYPT SAE,EG30006,6
EXPORT IMPORT BANK OF BANGLADESH LIMITED,BD49851,3
EXPORT-IMPORT BANK OF THE REPUBLIC OF KAZAKHSTAN - EXIMBANK AO,KZ44774,5
F&M BANCORP,US48022,3
F&M BANCORP,USA1C7B,3
F&M BANK CORP.,US68724,15
F&M BANK CORP.,US89525,1
F&M BANK CORP.,USB1B09,14
F&M NATIONAL CORPORATION,US31340,1
F&M NATIONAL CORPORATION,US41881,1
FACTORING TOTAL SA,PE53562,3
"FACTORY POINT BANCORP, INC.",US68732,6
"FACTORY POINT BANCORP, INC.",US89121,1
"FAIRMOUNT BANCORP, INC.",US84221,3
"FALMOUTH BANCORP, INC.",US68736,2
"FALMOUTH BANCORP, INC.",US89528,2
"FALMOUTH BANCORP, INC.",USA1262,4
FAR EAST HORIZON LIMITED,HK50014,3
FAR EASTERN BANK OAO - DALNEVOSTOCHNY BANK,RU42067,3
FAR EASTERN INTERNATIONAL BANK PUBLIC COMPANY,TW33513,5
FARMERS & MERCHANTS BANCORP,US68739,16
FARMERS & MERCHANTS BANCORP,USA256D,16
"FARMERS & MERCHANTS BANCORP, INC.",US68740,17
"FARMERS & MERCHANTS BANCORP, INC.",USB12A0,11
FARMERS AND MERCHANTS BANK OF LONG BEACH,US35372,15
FARMERS AND MERCHANTS BANK OF LONG BEACH,USB0B3A,6
"FARMERS AND MERCHANTS BANK, MARYLAND",US62159,15
"FARMERS BANCORP, FRANKFORT, INDIANA, THE",US20975,10
FARMERS CAPITAL BANK CORPORATION,US31930,16
FARMERS CAPITAL BANK CORPORATION,US41968,16
FARMERS NATIONAL BANC CORP,US19318,16
FARMERS NATIONAL BANC CORP,USA23E7,17
"FAUQUIER BANKSHARES, INC.",US68756,15
"FAUQUIER BANKSHARES, INC.",US89562,1
"FAUQUIER BANKSHARES, INC.",USA220F,17
FAYSAL BANK LTD,PK44175,5
FB FINANCIAL CORPORATION,US68965,16
FB FINANCIAL CORPORATION,USFF1F4,6
FBC HOLDINGS LIMITED,ZW23823,5
FBN HOLDINGS PLC,NG50074,5
FC BANC CORP,US90387,11
"FCB FINANCIAL HOLDINGS, INC",US73318,6
"FCB FINANCIAL HOLDINGS, INC",USD2584,7
FCNB CORP,US48024,1
FEDERAL AGRICULTURAL MORTGAGE CORPORATION - FARMER MAC,US13171,5
FEDERAL BANK LTD. (THE),IN33152,5
FEDERAL NATIONAL MORTGAGE ASSOCIATION - FANNIE MAE,US17630,3
FEDFIRST FINANCIAL CORPORATION,US23828,2
"FENTURA FINANCIAL, INC",US89042,4
FEWA BIKAS BANK LTD,NP11937,4
FFD FINANCIAL CORPORATION,US23827,4
FFW CORPORATION,US83646,5
FHB MORTGAGE BANK PLC - FHB JELZALOGBANK NYRT.,HU18740,5
FIBI BANK,IL31997,5
FIDEA HOLDINGS CO LTD,JP12449,7
FIDEA HOLDINGS CO LTD,JP12532,7
"FIDELITY BANCORP, INC.",US32400,13
"FIDELITY BANCORP, INC.",US68768,12
FIDELITY BANK BAHAMAS LIMITED,BS40085,3
FIDELITY BANK PLC,NG37402,5
"FIDELITY D& D BANCORP, INC.",US68773,15
"FIDELITY D& D BANCORP, INC.",US89576,1
"FIDELITY D& D BANCORP, INC.",USB0D5B,11
FIDELITY FEDERAL BANCORP,US83949,2
FIDELITY SOUTHERN CORPORATION,US19320,16
FIDELITY SOUTHERN CORPORATION,USA135B,17
FIDEURAM-INTESA SANPAOLO PRIVATE BANKING SPA,IT20292,5
FIDEURAM-INTESA SANPAOLO PRIVATE BANKING SPA,IT41670,5
FIDOBANK PJSC,UA45434,5
FIDOCOMBANK OAO,UA25289,4
FIDOR BANK AG,DE15165,5
FIDOR BANK AG,DE51209,5
FIDUCIARY TRUST COMPANY INTERNATIONAL,US41173,13
FIFTH STREET FINANCE CORP,US51102,5
FIFTH THIRD BANCORP,US34142,16
FIFTH THIRD BANCORP,USA2D8C,17
FIH ERHVERVSBANK A/S - FINANCE FOR DANISH INDUSTRY A/S - FIH GROUP,DK10380,5
FIMBANK PLC,MT44193,5
FINANCE AND CREDIT BANK PJSC,UA19966,5
FINANCE HOUSE PJSC,AE29641,5
FINANCEIRA ALFA S.A.,BR53564,3
"FINANCIAL INSTITUTIONS, INC",US19321,17
"FINANCIAL INSTITUTIONS, INC",USA1EEF,17
FINANCIERA CREDINKA S.A.,PE53574,3
FINANCIERA DESYFIN S.A.,CR48434,6
FINANCIERA EFECTIVA,PE12329,3
FINANCIERA EL COMERCIO SAECA,PY53570,3
"FINANCIERA INDEPENDENCIA, S.A.B. DE C.V. SOFOM, E.N.R.",MX12208,5
"FINANCIERA INDEPENDENCIA, S.A.B. DE C.V. SOFOM, E.N.R.",MXAFB9B,12
FINANCIERA OH! S.A.,PE53583,3
FINANCIERA PROEMPRESA SA,PE53578,3
FINANCIERA QAPAQ SA,PE53579,3
FINANCIERA TFC SA,PE53582,3
FINANS FINANSAL KIRALAMA AS,TR40909,3
"FINANSA PUBLIC CO, LTD",TH29140,3
FINANSBANK A.S.,TR33817,4
"FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO",BR53585,3
"FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO",BR55897,2
FINBOND GROUP LTD,ZA51572,3
FINDOMESTIC BANKA AD BEOGRAD,RS16593,5
FINE ASSET MANAGEMENT CORPORATION,KR17702,2
FINECOBANK BANCA FINECO SPA - BANCA FINECO SPA,IT48314,5
FINPROMBANK - FINANCIAL AND INDUSTRIAL BANK,RU28289,3
FIRST & OCEAN BANCORP,US68780,3
FIRST ADVANTAGE BANCORP,US83629,5
FIRST AMERICAN FINANCIAL CORPORATION,US73353,4
FIRST BANCORP,US33365,17
FIRST BANCORP,US49174,16
FIRST BANCORP OF INDIANA INC,US23826,5
"FIRST BANCORP, INC (THE)",US19333,16
"FIRST BANCORP, INC (THE)",USA20EF,17
"FIRST BANCORP, INC., VIRGINIA",US68797,17
"FIRST BANCORP, NORTH CAROLINA",US32965,17
"FIRST BANCORP, NORTH CAROLINA",US68798,16
"FIRST BANCSHARES, INC",US23832,5
"FIRST BANCSHARES, INC., THE",US68804,10
"FIRST BANCSHARES, INC., THE",USAE179,16
FIRST BANCTRUST CORPORATION,US89616,10
FIRST BANK,US72068,10
FIRST BANK OF DELAWARE,US62411,10
FIRST BANK OF DELAWARE,USB15F7,5
FIRST BANK OF NIGERIA LTD,NG31419,5
FIRST BANK OF OHIO INC,US62427,15
"FIRST BANK OF TOYAMA, LTD.",JP17179,11
"FIRST BANK OF TOYAMA, LTD.",JP33244,11
"FIRST BANKERS TRUSTSHARES, INC.",US68808,13
"FIRST BANKING CENTER, INC.",US68809,10
FIRST BUSEY CORPORATION,US41995,16
FIRST BUSEY CORPORATION,USA176A,17
"FIRST BUSINESS FINANCIAL SERVICES, INC.",US68817,16
"FIRST BUSINESS FINANCIAL SERVICES, INC.",USAC04B,14
"FIRST CAPITAL BANCORP, INC",US20608,4
"FIRST CAPITAL BANCORP, INC",US71052,1
"FIRST CAPITAL BANCORP, INC",US90423,4
"FIRST CAPITAL BANCORP, INC",US91247,6
"FIRST CAPITAL BANCORP, INC",USA1DC5,5
"FIRST CAPITAL BANCORP, INC",USAE94B,10
"FIRST CAPITAL BANK, VIRGINIA",US62472,14
"FIRST CAPITAL, INC",US23831,5
"FIRST CAPITAL, INC",US53656,4
"FIRST CAPITAL, INC",USA1D61,17
"FIRST CENTURY BANKSHARES, INC",US89043,10
FIRST CHARTER CORPORATION,US19023,8
FIRST CHARTER CORPORATION,US33177,8
FIRST CHESTER COUNTY CORPORATION,US68829,10
FIRST CHESTER COUNTY CORPORATION,USA8405,10
FIRST CITIZENS BANCORPORATION INC.,US41880,14
FIRST CITIZENS BANCORPORATION INC.,USAA8B5,14
FIRST CITIZENS BANCSHARES,US34141,16
FIRST CITIZENS BANCSHARES,USA0CD5,17
"FIRST CITIZENS BANCSHARES, INC., TENNESSEE",US68832,16
"FIRST CITIZENS BANCSHARES, INC., TENNESSEE",USB3B01,9
FIRST CITIZENS BANK LIMITED,TT42313,3
FIRST CITIZENS BANK LIMITED,TTF2918,6
FIRST CITY MONUMENT BANK GROUP PLC - FCMB GROUP,NG51430,3
FIRST CITY MONUMENT BANK LTD - FCMB,NG38658,2
FIRST CLOVER LEAF FINANCIAL CORP (PROFORMA),US20901,1
FIRST CLOVER LEAF FINANCIAL CORP (PROFORMA),US39275,3
FIRST CLOVER LEAF FINANCIAL CORP (PROFORMA),USA9D66,14
FIRST COMMERCE BANCORP,US91634,4
"FIRST COMMERCE COMMUNITY BANKSHARES, INC.",US84768,7
"FIRST COMMERCIAL BANK CO., LTD",TW30804,5
FIRST COMMONWEALTH FINANCIAL CORP.,US41841,16
FIRST COMMONWEALTH FINANCIAL CORP.,USA03CD,17
"FIRST COMMUNITY BANCSHARES, INC",US31370,17
"FIRST COMMUNITY BANCSHARES, INC",US48025,16
FIRST COMMUNITY BANK OF GEORGIA,US62532,5
FIRST COMMUNITY BANK OF JOLIET,US71332,9
"FIRST COMMUNITY CORPORATION, SOUTH CAROLINA",US68848,14
"FIRST COMMUNITY CORPORATION, SOUTH CAROLINA",USA244D,17
"FIRST COMMUNITY CORPORATION, TENNESSEE",US89545,12
FIRST COMMUNITY FINANCIAL CORPORATION,US89546,12
FIRST COMMUNITY FINANCIAL PARTNERS INC,US73279,7
FIRST COMMUNITY FINANCIAL PARTNERS INC,USF83ED,7
"FIRST CONNECTICUT BANCORP, INC",US71817,10
"FIRST CONNECTICUT BANCORP, INC",USCF44C,10
FIRST COWETA BANK,US71333,5
FIRST DAWOOD INVESTMENT BANK LIMITED,PK21783,4
FIRST DEFIANCE FINANCIAL CORP,US17401,4
FIRST DEFIANCE FINANCIAL CORP,USA0C4C,17
FIRST FARMERS AND MERCHANTS CORPORATION,US19324,16
FIRST FARMERS AND MERCHANTS CORPORATION,USB23AD,11
"FIRST FEDERAL OF NORTHERN MICHIGAN BANCORP, INC",US16417,4
"FIRST FEDERAL OF NORTHERN MICHIGAN BANCORP, INC",US23893,5
"FIRST FEDERAL OF NORTHERN MICHIGAN BANCORP, INC",USA25CC,15
"FIRST FEDERAL OF SOUTH CAROLINA, FSB",US70423,5
FIRST FINANCIAL BANCORP,US33415,17
FIRST FINANCIAL BANCORP,US41858,16
FIRST FINANCIAL BANCORP,US68866,4
"FIRST FINANCIAL BANKSHARES, INC",US32770,17
"FIRST FINANCIAL BANKSHARES, INC",US41944,17
FIRST FINANCIAL CORPORATION,US41901,16
FIRST FINANCIAL CORPORATION,USA0CA2,17
FIRST FINANCIAL HOLDING COMPANY LIMITED,TW40515,5
"FIRST FINANCIAL HOLDINGS, INC",US17326,1
"FIRST FINANCIAL HOLDINGS, INC",US33419,16
FIRST FINANCIAL NORTHWEST,US65668,4
FIRST FINANCIAL NORTHWEST,USAEE99,14
FIRST FINANCIAL SERVICE CORPORATION,US33417,15
FIRST FINANCIAL SERVICE CORPORATION,US68863,12
FIRST FOUNDATION INC,US65752,4
FIRST FOUNDATION INC,USEF1EA,6
FIRST GEORGIA COMMUNITY CORP.,US71092,4
FIRST GEORGIA COMMUNITY CORP.,USB3985,2
"FIRST GUARANTY BANCSHARES, INC",US72038,9
"FIRST GUARANTY BANCSHARES, INC",USB23B0,12
"FIRST GUARANTY BANK, LOUISIANA",US62603,15
FIRST GULF BANK,AE33018,6
FIRST HAWAIIN INC,US34108,16
FIRST HAWAIIN INC,USABA14,11
FIRST HORIZON NATIONAL CORPORATION,US34076,16
FIRST HORIZON NATIONAL CORPORATION,US34360,17
FIRST INDEPENDENCE CORPORATION,US83607,3
FIRST INDIANA CORPORATION,US19325,6
FIRST INDIANA CORPORATION,US33440,7
FIRST INTERNET BANCORP,US73010,8
FIRST INTERNET BANCORP,USB152A,9
FIRST INTERNET BANK OF INDIANA,US62623,15
"FIRST INTERSTATE BANCSYSTEM, INC",US41919,16
"FIRST INTERSTATE BANCSYSTEM, INC",USB3C09,11
FIRST INVESTMENT BANK AD,BG13513,3
FIRST INVESTMENT BANK AD,BG43151,5
FIRST INVESTMENT COMPANY K.S.C.C.,KW23618,10
FIRST IPSWICH BANCORP,US89650,5
FIRST KEYSTONE CORPORATION,US19326,16
FIRST KEYSTONE CORPORATION,USA2BC0,16
FIRST LITCHFIELD FINANCIAL CORPORATION,US68889,10
FIRST LITCHFIELD FINANCIAL CORPORATION,USB1B12,7
FIRST M & F CORPORATION,US16217,13
FIRST M & F CORPORATION,USA1A16,13
FIRST MERCHANT BANK LIMITED,MW46944,5
FIRST MERCHANTS CORPORATION,US33485,17
FIRST MERCHANTS CORPORATION,US48026,16
FIRST METRO INVESTMENT CORPORATION,PH33949,4
"FIRST MIAMI BANCORP, INC.",US68897,7
"FIRST MIAMI BANCORP, INC.",US89669,9
FIRST MICROFINANCE DEVELOPMENT BANK LIMITED,NP12186,2
"FIRST MID-ILLINOIS BANCSHARES, INC.",US68898,16
"FIRST MID-ILLINOIS BANCSHARES, INC.",USAA93A,16
"FIRST MIDWEST BANCORP, INC",US33490,17
"FIRST MIDWEST BANCORP, INC",US41812,16
FIRST MORRIS BANK AND TRUST,US62649,5
"FIRST MOUNTAIN BANK, CALIFORNIA",US62650,14
"FIRST MUTUAL BANCSHARES, INC",US19330,8
"FIRST MUTUAL BANCSHARES, INC",US33552,7
"FIRST NATIONAL BANCSHARES, INC., FLORIDA",US68915,6
"FIRST NATIONAL BANCSHARES, INC., FLORIDA",USA69E4,6
"FIRST NATIONAL BANCSHARES, INC., SOUTH CAROLINA",US68918,5
"FIRST NATIONAL BANCSHARES, INC., SOUTH CAROLINA",US89710,5
"FIRST NATIONAL BANCSHARES, INC., SOUTH CAROLINA",USAC075,10
FIRST NATIONAL BANK MODARABA,PK27421,3
FIRST NATIONAL BANK OF ALASKA,US35411,15
FIRST NATIONAL BANK OF ALASKA,USA1485,16
FIRST NATIONAL BANK OF BOTSWANA LTD,BW43501,6
FIRST NATIONAL BANK OF SCOTIA,US62826,15
FIRST NATIONAL BANKSHARES CORPORATION,US89597,13
"FIRST NATIONAL BANKSHARES OF FLORIDA, INC.",US71097,2
"FIRST NATIONAL BANKSHARES OF FLORIDA, INC.",USA83C8,4
FIRST NATIONAL CORPORATION,US19332,15
FIRST NATIONAL CORPORATION,US89020,1
FIRST NATIONAL CORPORATION,USAC19F,17
"FIRST NATIONAL OF NEBRASKA, INC.",US41784,16
"FIRST NATIONAL OF NEBRASKA, INC.",USA1D1D,2
FIRST NBC BANK HOLDING COMPANY,US73282,7
FIRST NBC BANK HOLDING COMPANY,USE5D50,8
"FIRST NIAGARA FINANCIAL GROUP, INC",US48049,8
"FIRST NIAGARA FINANCIAL GROUP, INC",USA1BDA,16
"FIRST NILES FINANCIAL, INC",US23895,4
FIRST NORTHERN COMMUNITY BANCORP,US68938,16
FIRST NORTHERN COMMUNITY BANCORP,USAA92F,16
FIRST NORTHWEST BANCORP,US91749,1
"FIRST OAK BROOK BANCSHARES, INC",US19334,6
"FIRST OAK BROOK BANCSHARES, INC",US34321,6
FIRST OF LONG ISLAND CORPORATION (THE),US19335,16
FIRST OF LONG ISLAND CORPORATION (THE),US33484,17
"FIRST OTTAWA BANCSHARES, INC.",US89393,11
FIRST PACIFIC COMPANY LIMITED,BM32479,3
FIRST PLACE FINANCIAL CORP,US17089,1
FIRST PLACE FINANCIAL CORP,USA1D66,11
FIRST PRIORITY FINANCIAL CORP.,US83395,9
FIRST REGIONAL BANCORP,US19338,10
FIRST REGIONAL BANCORP,US34332,9
"FIRST RELIANCE BANCSHARES, INC.",US68954,12
"FIRST RELIANCE BANCSHARES, INC.",US89394,2
"FIRST RELIANCE BANCSHARES, INC.",USB1472,10
FIRST RESOURCE BANK,US71604,12
FIRST ROBINSON FINANCIAL CORPORATION,US23868,5
FIRST ROBINSON FINANCIAL CORPORATION,US53717,16
FIRST ROBINSON FINANCIAL CORPORATION,USA15D9,13
"FIRST SAVINGS FINANCIAL GROUP, INC",US66051,3
"FIRST SAVINGS FINANCIAL GROUP, INC",US90733,1
"FIRST SAVINGS FINANCIAL GROUP, INC",USB36D5,11
"FIRST SECURITY BANCORP, INC., KENTUCKY",US68957,5
FIRST SECURITY CORPORATION,US34074,3
"FIRST SECURITY GROUP, INC.",US68959,15
"FIRST SECURITY GROUP, INC.",USA2BA9,15
FIRST SECURITY ISLAMI BANK LIMITED,BD17106,5
FIRST SECURITY ISLAMI BANK LIMITED,BD50085,2
"FIRST SENTRY BANCSHARES, INC.",US89399,10
FIRST SOUND BANK,US71341,13
FIRST SOUTH BANCORP INC,US16773,15
FIRST SOUTH BANCORP INC,US20811,2
FIRST SOUTH BANCORP INC,USA184F,18
"FIRST SOUTH BANCORP, INC., SOUTH CAROLINA",US89607,13
"FIRST SOUTHERN BANCORP, INC., FLORIDA",US68966,14
"FIRST SOUTHERN BANCSHARES, INC.",US91112,15
"FIRST STAR BANCORP, INC.",US68974,12
"FIRST STATE BANCORPORATION, NEW MEXICO",US68976,11
"FIRST STATE BANCORPORATION, NEW MEXICO",USA08FC,10
"FIRST STATE FINANCIAL CORPORATION, FLORIDA",US68983,7
"FIRST STATE FINANCIAL CORPORATION, FLORIDA",USAA254,8
FIRST TRUST BANK,US63221,10
FIRST UKRAINIAN INTERNATIONAL BANK,UA43155,5
FIRST UKRAINIAN INTERNATIONAL BANK,UA51966,6
FIRST ULB CORP.,US83251,4
FIRST UNITED CORPORATION,US19339,16
FIRST UNITED CORPORATION,USA13F1,16
FIRST US BANCSHARES INC,US20992,1
FIRST US BANCSHARES INC,US70067,15
FIRST US BANCSHARES INC,USA20CB,16
FIRST VIETNAMESE AMERICAN BANK,US71609,5
FIRST VIRGINIA BANKS INC,US3388N,3
FIRST VIRGINIA BANKS INC,US34109,3
FIRST WASHINGTON FINANCIALCORP,US19340,4
FIRST WASHINGTON FINANCIALCORP,USA9DBC,3
FIRST WEST VIRGINIA BANCORP INC,US20816,10
FIRSTBANK CORPORATION,US19341,14
FIRSTBANK CORPORATION,USA125D,14
FIRSTBANK FINANCIAL SERVICES,US62414,7
"FIRSTBANK FINANCIAL SERVICES, INC.",US71519,1
"FIRSTBANK FINANCIAL SERVICES, INC.",US90595,2
"FIRSTBANK FINANCIAL SERVICES, INC.",USB1B6F,2
FIRSTCARIBBEAN INTERNATIONAL BANK (JAMAICA) LIMITED,JM33307,4
FIRSTCARIBBEAN INTERNATIONAL BANK (JAMAICA) LIMITED,JMAE36D,12
FIRSTCARIBBEAN INTERNATIONAL BANK LIMITED,BB49192,5
FIRSTCARIBBEAN INTERNATIONAL BANK LIMITED,BBAE031,15
"FIRSTFED BANCORP, INC.",US89652,10
FIRSTMERIT CORPORATION,US34155,16
FIRSTRAND LIMITED,ZA47139,6
FLAG FINANCIAL CORPORATION,US33360,6
FLAG FINANCIAL CORPORATION,US69006,6
FLAGSTAR BANCORP INC,US16144,4
FLAGSTAR BANCORP INC,USA13D4,17
FLEETBOSTON FINANCIAL CORPORATION,US34058,4
FLEETBOSTON FINANCIAL CORPORATION,USA2BAA,4
FLEETWOOD BANK CORPORATION,US89092,15
"FLORIDA BANKS, INC",US19342,4
"FLORIDA BANKS, INC",USA1C22,4
"FLORIDA CHOICES BANCSHARES, INC",US71520,1
FLOW TRADERS NV,NL54651,3
FLUSHING FINANCIAL CORPORATION,US17324,4
FLUSHING FINANCIAL CORPORATION,USA11A3,17
