Company name,OSIRIS Identification Number,count_records
HMN FINANCIAL INC,US20903,1
HMN FINANCIAL INC,USA0A3B,17
HNB BANCORP INC,US84924,2
HOELAND OG SETSKOG SPAREBANK,NO26327,5
HOEVELRAT HOLDING AG,DE19238,6
HOKKAIDO BANK,JP17189,11
HOKKAIDO BANK,JP30168,9
HOKUHOKU FINANCIAL GROUP INC.,JP16924,11
HOKUHOKU FINANCIAL GROUP INC.,JP16925,11
HOKURIKU BANK LTD.,JP30138,11
HOKURIKU BANK LTD.,JP45742,8
HOME BANCORP INC,US67736,4
HOME BANCORP INC,USB1F6E,12
"HOME BANCORP WISCONSIN, INC.",US83898,2
"HOME BANCSHARES, INC.",US69201,16
"HOME BANCSHARES, INC.",USAC347,14
HOME CAPITAL GROUP INC,CA16551,4
HOME CAPITAL GROUP INC,CAA2BB5,17
HOME CITY FINANCIAL CORPORATION,US23903,5
HOME CITY FINANCIAL CORPORATION,US57389,4
HOME CITY FINANCIAL CORPORATION,USA12F0,16
"HOME FEDERAL BANCORP, INC. OF LOUISIANA",US83792,4
HOME FINANCIAL BANCORP,US82617,5
HOME LOAN FINANCIAL CORPORATION,US83569,4
HOME TOWN BANK OF VILLA RICA,US63746,6
HOME VALLEY BANCORP,US90393,8
HOMESTREET INC,US67750,4
HOMESTREET INC,USD21C4,9
"HOMETOWN BANCORP, INC.",US83504,4
HOMETOWN BANKSHARES CORPORATION,US83648,7
"HOMETRUST BANCSHARES, INC",US73376,4
"HOMETRUST BANCSHARES, INC",USDB1F4,10
"HONAT BANCORP, INC.",US69208,10
"HONAT BANCORP, INC.",US89750,7
HONG KONG EXCHANGES AND CLEARING LIMITED - HKEX,HK51515,3
HONG LEONG BANK BERHAD,MY32286,6
HONG LEONG CAPITAL BERHAD,MY45690,6
HONG LEONG FINANCE LIMITED,SG38153,3
HONG LEONG FINANCIAL GROUP BHD,MY48271,6
HOPE BANCORP INC,US19377,15
HOPE BANCORP INC,USA24AD,17
"HOPFED BANCORP, INC",US20899,1
"HOPFED BANCORP, INC",US23904,3
"HOPFED BANCORP, INC",USA1BD4,17
HORIZON BANCORP,US69211,16
HORIZON BANCORP,USA1B63,17
HORIZON FINANCIAL CORP,US19356,10
HORIZON FINANCIAL CORP,US43010,10
"HORIZON SECURITIES CO., LTD",TW29158,3
HOUSING AND DEVELOPMENT BANK,EG35924,5
HOUSING BANK FOR TRADE & FINANCE (THE),JO32551,5
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SRI LANKA,LK40492,5
HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED - HDFC LTD,IN19011,3
"HOWA BANK, LTD",JP17191,11
"HOWARD BANCORP, INC.",US83258,11
HQ AB,SE19919,5
HRVATSKA POSTANSKA BANK DD,HR37660,5
HSBC BANK BERMUDA LIMITED,BM30843,5
HSBC BANK BERMUDA LIMITED,BMA43C5,5
HSBC BANK CANADA,CA31127,16
HSBC BANK CANADA,CAAB0A2,16
HSBC BANK EGYPT S A E,EG33379,5
HSBC BANK MALTA PLC,MT30758,3
HSBC BANK MALTA PLC,MT41260,5
HSBC BANK OMAN,OM32197,5
HSBC FINANCE CORPORATION,US43305,5
HSBC FRANCE SA,FR11036,5
HSBC FRANCE SA,FR11037,3
HSBC HOLDINGS PLC,GB34727,5
HSBC HOLDINGS PLC,GB42318,3
HSBC HOLDINGS PLC,GBA1A32,16
HSBC TRINKAUS & BURKHARDT AG,DE13973,5
HUA NAN COMMERCIAL BANK,TW30805,5
HUA NAN FINANCIAL HOLDINGS CO LTD,TW16301,5
"HUA XIA BANK CO., LIMITED",CN44174,5
HUDSON CITY BANCORP INC,US17150,7
HUDSON CITY BANCORP INC,USA1F3D,15
HUDSON UNITED BANCORP,US41925,6
HUDSON UNITED BANCORP,US4500A,5
HUDSON VALLEY HOLDING CORP,US19357,15
HUDSON VALLEY HOLDING CORP,USAA8BF,15
HUISHANG BANK CO LTD,CN29149,5
HUMBOLDT BANCORP,US19358,4
HUMBOLDT BANCORP,USA2682,4
HUNTINGTON BANCSHARES INC,US34069,16
HUNTINGTON BANCSHARES INC,US43590,17
HVIDBJERG BANK AKTIESELSKAB,DK10433,5
HYAKUGO BANK LTD.,JP17192,11
HYAKUGO BANK LTD.,JP31030,11
HYAKUJUSHI BANK LTD.,JP17193,11
HYAKUJUSHI BANK LTD.,JP30617,11
HYPO ALPE-ADRIA-BANK A.D. BANJA LUKA,BA29065,5
HYPO REAL ESTATE HOLDING AG,DE16697,4
HYPO REAL ESTATE HOLDING AG,DE29779,3
HYPO-BANK BURGENLAND AKTIENGESELLSCHAFT - BANK BURGENLAND,AT19972,11
HYPO-BANK BURGENLAND AKTIENGESELLSCHAFT - BANK BURGENLAND,AT33785,5
HYPOTHEKARBANK LENZBURG AG,CH35996,5
HYUNDAI SECURITIES CO. LTD.,KR43030,2
I&M HOLDINGS LIMITED,KE51164,3
IBERIABANK CORPORATION,US48037,16
IBERIABANK CORPORATION,USA0DE8,17
IBJ LEASING COMPANY LIMITED,JP52025,4
"IBT BANCORP, INC., PENNSYLVANIA",US69222,8
"IBT BANCORP, INC., PENNSYLVANIA",USA6B42,8
ICAP PLC,GB39863,3
ICB ISLAMIC BANK LIMITED,BD46536,5
ICBC PERU BANK,PE53621,3
ICBC TURKEY BANK A S.,TR33384,2
"ICHIYOSHI SECURITIES CO., LTD",JP16099,11
"ICHIYOSHI SECURITIES CO., LTD",JP16100,11
ICICI BANK LIMITED,IN42294,5
ICICI BANK LIMITED,INA2010,17
ICNB FINANCIAL CORPORATION,US69224,7
IDAHO BANCORP,US90491,8
IDAHO INDEPENDENT BANK,US16310,15
IDAHO INDEPENDENT BANK,USB1177,10
IDB HOLDING CORPORATION LTD,IL27424,2
IDBI BANK LTD,IN32397,5
IDEA BANK S.A.,PL51646,3
IDEA BANK S.A.,PL53740,4
IDFC BANK LTD,IN53925,2
IDFC LIMITED,IN48443,3
IF BANCORP INC,US20926,2
IF BANCORP INC,US73377,2
IF BANCORP INC,USD09BD,8
IFCI LIMITED,IN32400,4
IFIC BANK LIMITED - INTERNATIONAL FINANCE INVESTMENT AND COMMERCE BANK LIMITED,BD37551,5
IFIC BANK LIMITED - INTERNATIONAL FINANCE INVESTMENT AND COMMERCE BANK LIMITED,BD51630,5
IFS CAPITAL (THAILAND) PCL,TH51138,3
IFS CAPITAL LIMITED,SG39676,3
IGM FINANCIALS INC,CA23907,3
IKB DEUTSCHE INDUSTRIEBANK AG,DE13319,5
IKB DEUTSCHE INDUSTRIEBANK AG,DE45917,3
ILFCO MICROFINANCE BITTIYA SANSTHA LTD,NP54577,2
ILLINI CORPORATION,US89840,10
IMEX BANKA DD,HR16890,5
IMMIGON PORTFOLIOABBAU AG,AT44482,5
IMMOFINANZ AG,AT18921,2
IMPERIAL BANCORP,US34570,1
"IMPERIAL CAPITAL BANCORP, INC",US69260,6
"IMPERIAL CAPITAL BANCORP, INC",USA0AF8,9
"INDEPENDENCE BANCSHARES, INC.",US83198,12
"INDEPENDENT BANCSHARES, INC.",US90494,8
INDEPENDENT BANK CORP.,US44850,17
INDEPENDENT BANK CORP.,US69235,16
INDEPENDENT BANK CORPORATION,US41960,16
INDEPENDENT BANK CORPORATION,US44860,17
"INDEPENDENT BANK GROUP, INC.",US69219,10
"INDEPENDENT BANK GROUP, INC.",USE50E4,7
INDESA HOLDINGS,PA53622,3
INDIABULLS HOUSING FINANCE LIMITED,IN51715,3
INDIABULLS VENTURES LIMITED,IN27556,3
INDIAN BANK,IN31488,5
INDIAN OVERSEAS BANK,IN31483,5
INDIANA BUSINESS BANK,US71366,12
INDIANA COMMUNITY BANCORP,US17673,11
INDIANA COMMUNITY BANCORP,US42792,13
INDRE SOGN SPAREBANK,NO12537,3
INDUSIND BANK LIMITED,IN42270,5
INDUSTRIAL & COMMERCIAL BANK OF CHINA (THE) - ICBC,CN49816,5
INDUSTRIAL & COMMERCIAL BANK OF CHINA (THE) - ICBC,CN50040,5
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LIMITED - ICBC (ASIA),HK31232,6
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (THAI) PUBLIC COMPANY LIMITED - ICBC BANK ( THAILAND ) CO., LTD",TH37928,5
INDUSTRIAL BANK CO LTD,CN42551,5
INDUSTRIAL BANK OF KOREA,KR42307,5
INFINITY TRUST MORTGAGE BANK PLC,NG54383,4
INFRASTRUCTURE DEVELOPMENT BANK LTD,NP11071,4
ING BANK SLASKI S.A. - CAPITAL GROUP,PL35912,3
ING BANK SLASKI S.A. - CAPITAL GROUP,PL48129,5
ING BANK UKRAINE,UA49913,3
ING BELGIUM SA/NV - ING,BE10028,3
ING GROEP NV,NL22304,5
ING GROEP NV,NL22305,5
ING GROEP NV,NLA1A73,17
ING VYSYA BANK LTD,IN32468,4
INNOVATIVE DEVELOPMENT BANK LTD,NP11695,4
INTEGRA BANK CORPORATION,US48048,11
INTEGRA BANK CORPORATION,US61480,11
"INTEGRITY BANCSHARES, INC.",US69244,5
"INTEGRITY BANCSHARES, INC.",USAD9CC,9
INTEGRITY FINANCIAL CORPORATION,US69245,5
INTEGRITY FINANCIAL CORPORATION,USA20C2,6
INTERCHANGE FINANCIAL SERVICES CORPORATION,US19361,7
INTERCHANGE FINANCIAL SERVICES CORPORATION,US4713A,6
INTERMEDIATE CAPITAL GROUP PLC,GB19198,3
INTERMOUNTAIN COMMUNITY BANCORP,US69247,14
INTERMOUNTAIN COMMUNITY BANCORP,USAA925,12
INTERNATIONAL BANCSHARES CORPORATION,US41832,16
INTERNATIONAL BANCSHARES CORPORATION,USA1833,16
INTERNATIONAL BANK FOR TRADE AND FINANCE SA,SY40828,5
INTERNATIONAL BANK OF ST PETERSBURG PJSC,RU18964,3
INTERNATIONAL BILLS FINANCE CORPORATION,TW44280,5
INTERNATIONAL DEVELOPMENT BANK LTD,NP11634,4
INTERNATIONAL LEASING & FINANCE CO. LTD,NP12216,4
INTERNATIONAL PERSONAL FINANCE PLC,GB26726,3
INTERNATSIONALNY TORGOVY BANK,RU28389,3
INTERVEST BANCSHARES CORPORATION,US19362,15
INTERVEST BANCSHARES CORPORATION,USA1AE2,15
INTESA SANPAOLO,IT46616,5
INTESA SANPAOLO,IT47556,5
INTESA SANPAOLO BANKA D.D. BOSNA I HERCEGOVINA,BA46742,3
INTRUST FINANCIAL CORPORATION,US41873,16
"INVAST SECURITIES CO.,LTD",JP56354,3
"INVAST SECURITIES CO.,LTD",JP56355,11
INVERSIONES FINANCIERAS BANCO AGRICOLA SA,SV12488,5
INVERSIONES FINANCIERAS BANCO AGRICOLA SA,SVAFBCA,11
"INVERSIONES FINANCIERAS DAVIVIENDA, S.A.",SV52991,3
"INVERSIONES FINANCIERAS DAVIVIENDA, S.A.",SVAFBCB,5
INVERSIONES TRICAHUE S.A.,CL51255,3
INVESCO HOLDING COMPANY LIMITED,GB26352,3
INVESCO LTD,BM12474,5
INVEST BANK,JO31778,5
INVEST BANK P.S.C.,AE33331,5
INVESTAR HOLDING CORPORATION,US20929,1
INVESTAR HOLDING CORPORATION,US73378,2
INVESTAR HOLDING CORPORATION,USEF88D,8
INVESTCORP BANK BSC,BH31904,6
INVESTEC BANK LIMITED,ZA45785,5
INVESTEC LIMITED,ZA33661,6
INVESTEC PLC,GB16137,5
INVESTICIONO-KOMERCIJALNA BANKA DD ZENICA,BA48228,3
INVESTKREDIT BANK AG,AT44749,7
INVESTMENT BANK OF IRAQ SA CO,IQ27608,5
INVESTMENT COMMERCIAL BANK NIKOIL OJSC,AZ39656,3
"INVESTORS BANCORP, INC.",US20544,6
INVESTORS FINANCIAL SERVICES CORP,US19265,7
INVESTRUST BANK PLC,ZM17710,3
INVEX CONTROLADORA SAB DE CV,MX17131,3
INVEX CONTROLADORA SAB DE CV,MXA583C,16
IOWA FIRST BANCSHARES CORP,US19363,15
IOWA FIRST BANCSHARES CORP,US89062,1
IRAQI ISLAMIC BANK FOR INVESTMENT & DEVELOPMENT PJSC,IQ14352,5
IRAQI MIDDLE EAST INVESTMENT BANK,IQ26481,5
"IRON AND GLASS BANCORP, INC.",US69257,6
"IRON AND GLASS BANCORP, INC.",US89850,2
IRWIN FINANCIAL CORPORATION,US41949,9
IRWIN FINANCIAL CORPORATION,US47630,9
IS FINANSAL KIRALAMA AS,TR23492,3
IS YATIRIM MENKUL DEGERLER AS - IS INVESTMENT,TR39364,5
ISABELLA BANK CORPORATION,US19359,16
ISABELLA BANK CORPORATION,USB3907,10
ISLAMI BANK BANGLADESH LIMITED,BD37552,5
ISRAEL DISCOUNT BANK LTD,IL32681,5
ISTAR INC,US40802,3
ISTARSKA KREDITNA BANK UMAG D.D.,HR32677,5
ITAU CORPBANCA,CL30654,5
ITAU CORPBANCA,CLAA129,15
ITAU UNIBANCO HOLDINGS SA,BR16664,5
ITAU UNIBANCO HOLDINGS SA,BRA4EDF,17
ITAU UNIBANCO SA,BR30073,3
ITAUSA- INVESTIMENTOS ITAU S.A.,BR19948,5
ITHMAAR BANK B.S.C.,BH39768,5
"IWAICOSMO HOLDINGS, INC.",JP51824,5
IWAICOSMO SECURITIES CO LTD,JP35667,6
IWAICOSMO SECURITIES CO LTD,JP41577,11
IYO BANK LTD,JP17195,11
IYO BANK LTD,JP30407,11
"J TRUST CO.,LTD",JP51211,3
J&T BANKA D.D.,HR18673,5
JACCS CO LTD,JP49074,5
JACKSONVILLE BANCORP INC,US20949,5
"JACKSONVILLE BANCORP, INC.",US69266,12
"JACKSONVILLE BANCORP, INC.",US89854,4
"JACKSONVILLE BANCORP, INC.",USA69E1,15
JADRANSKA BANKA DD,HR47953,5
JAEREN SPAREBANK,NO23916,5
JAHANGIR SIDDIQUI & CO LTD,PK40175,3
JAIZ BANK PLC,NG50710,3
"JAMES MONROE BANCORP, INC.",US69267,4
"JAMES MONROE BANCORP, INC.",USA69D9,6
JAMMU AND KASHMIR BANK LTD,IN41226,5
JAMUNA BANK LTD,BD19872,5
JANATA BANK NEPAL LTD,NP10892,4
JANATA BANK NEPAL LTD,NP14309,6
JAPAN POST BANK CO LTD,JP27182,6
JAPAN POST BANK CO LTD,JP53652,3
JAPAN POST HOLDING CO LTD,JP14946,3
JAPAN SECURITIES FINANCE CO LTD,JP38122,5
"JB FINANCIAL GROUP CO., LTD",KR52282,2
JEBIL'S FINANCE LTD,NP12034,4
"JEFF DAVIS BANCSHARES, INC.",US69270,15
"JEFF DAVIS BANCSHARES, INC.",US89857,2
JEFFERIES GROUP LLC,US47517,5
JEFFERSON SECURITY BANK,US63936,15
JEFFERSONVILLE BANCORP,US20880,10
JEONBUK BANK,KR47336,5
JHIMRUK BIKAS BANK LTD,NP11696,4
JIANGSU WUJIANG RURAL COMMERCIAL BANK,CN10098,3
JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK CO. LTD,CN10730,3
"JIH SUN FINANCIAL HOLDING CO., LTD",TW23775,5
JIH SUN INTERNATIONAL BANK PUBLIC COMPANY,TW40068,5
JIMOTO HOLDINGS INC,JP50593,4
JIMOTO HOLDINGS INC,JP51883,4
JM FINANCIAL LIMITED,IN15781,3
JMMB MERCHANT BANK LIMITED,JM46433,4
JOINT STOCK BANK AVANGARD,RU46851,5
JOINT STOCK BANK SOBINBANK,RU46769,3
JOINT STOCK COMMERCIAL BANK - BANK OF MOSCOW,RU46198,5
JOINT STOCK COMMERCIAL BANK FOR FOREIGN TRADE OF VIETNAM- VIETCOMBANK,VN37574,5
JOINT STOCK COMMERCIAL BANK FOR INVESTMENT AND DEVELOPMENT OF VIETNAM,VN34654,3
JOINT STOCK COMMERCIAL BANK MOSCOW INDUSTRIAL BANK,RU42523,5
"JOINT STOCK COMPANY ""HALYK SAVINGS BANK OF KAZAKHSTAN - JSC "" HALYK BANK",KZ45085,5
JOINT-STOCK COMMERCIAL BANK 'RUSSOBANK',RU23952,3
JORDAN AHLI BANK PLC,JO32019,5
JORDAN COMMERCIAL BANK,JO42942,5
JORDAN DUBAI ISLAMIC BANK,JO32085,5
JORDAN ISLAMIC BANK,JO32564,5
JORDAN KUWAIT BANK,JO32650,5
JOYO BANK LTD.,JP30263,11
JOYO BANK LTD.,JP47969,11
JPMORGAN CHASE & CO,US44511,16
JPMORGAN CHASE & CO,USA2827,17
JS BANK LIMITED,PK14018,5
JS BANK LIMITED,PK21986,5
JSC BANK OF GEORGIA,GE46642,5
JSC BANK OF GEORGIA,GEAFB91,12
JSC KAZINVESTBANK,KZ47267,5
JSC TBC BANK,GE47929,5
JSC THE STATE EXPORT-IMPORT BANK OF UKRAINE - UKREXIMBANK,UA42049,5
JSC THE STATE EXPORT-IMPORT BANK OF UKRAINE - UKREXIMBANK,UA50320,6
JSC VTB BANK (GEORGIA),GE45062,5
JSIB UKRSIBBANK,UA17536,6
JSIB UKRSIBBANK,UA38483,5
JUBMES BANKA AD BEOGRAD,RS32945,5
JULIUS BAER GROUP LTD,CH11484,5
JUNIATA VALLEY FINANCIAL CORPORATION,US20881,11
JUPITER UK GROWTH INVESTMENT TRUST PLC,GB16140,3
JUTLANDER BANK A/S,DK43856,5
JYOTI BIKAS BANK LTD,NP11440,4
JYSKE BANK A/S (GROUP),DK10455,3
JYSKE BANK A/S (GROUP),DK10609,5
K & N KENANGA HOLDINGS BERHAD,MY27539,5
KABELI BIKAS BANK LTD,NP11322,4
"KABU.COM SECURITIES CO, LTD",JP23820,11
"KAGAWA BANK, LTD.",JP17196,11
KAILASH BIKASH BANK LTD,NP12076,4
KALIKA MICRO CREDIT DEVELOPMENT BANK LIMITED,NP12196,2
KALINCHOWK DEVELOPMENT BANK LTD,NP11753,4
KAMANA BIKAS BANK LTD,NP11341,4
KANCHAN DEVELOPMENT BANK LTD,NP11651,4
KANKAI BIKAS BANK LTD,NP11193,4
KANSAI URBAN BANKING CORPORATION,JP17159,11
KANSAI URBAN BANKING CORPORATION,JP32188,11
KAPITAL BANK AD SKOPJE,MK17366,5
KARAFARIN BANK,IR11562,1
KARAFARIN BANK,IR17544,7
KARLOVACKA BANKA D.D.,HR36704,5
KARNALI DEVELOPMENT BANK LTD - KARNALI,NP11027,3
KARNATAKA BANK LIMITED (THE),IN32460,5
KARUR VYSYA BANK LIMITED (THE),IN32461,5
KAS BANK NV,NL22292,5
KASB BANK LIMITED,PK43915,3
KASIKORNBANK PUBLIC COMPANY LIMITED,TH30591,5
KASKI FINANCE LTD,NP12015,4
KASPI BANK AO,KZ47624,5
KATHMANDU FINANCE LTD,NP12110,4
KAZKOMMERTSBANK JOINT-STOCK COMPANY,KZ37008,5
"KB FINANCIAL GROUP, INC",KR27738,5
"KB FINANCIAL GROUP, INC",KRA32E9,16
KB KOOKMIN BANK,KR42252,3
KBC GROEP NV/ KBC GROUPE SA - KBC GROUP,BE48888,5
KBC GROEP NV/ KBC GROUPE SA - KBC GROUP,BE56303,5
KBL EUROPEAN PRIVATE BANKERS SA,LU22164,5
KBM BANKA AD KRAGUJEVAC,RS18917,5
KCB GROUP LIMITED,KE31292,5
KCB GROUP LIMITED,KE45297,5
"KCG HOLDINGS, INC.",US51362,3
KEARNY FINANCIAL CORP.,US23940,1
KEARNY FINANCIAL CORP.,USAA5EC,15
KEB HANA BANK,KR34569,5
"KENSINGTON BANKSHARES, INC.",US69287,4
KENSINGTON GROUP PLC,GB23721,3
KENTBANK DD,HR40224,5
"KENTUCKY BANCSHARES, INC",US19286,16
"KENTUCKY BANCSHARES, INC",USA1960,17
KENTUCKY FIRST FEDERAL BANCORP,US23998,6
KENTUCKY FIRST FEDERAL BANCORP,US83561,4
KENTUCKY FIRST FEDERAL BANCORP,USAA610,15
KEY CAPITAL CORPORATION,US69290,10
KEYCORP,US34057,16
KEYCORP,USA06A8,17
KEYTRADE BANK SA/NV,BE16316,5
KGI BANK PUBLIC COMPANY,TW34933,3
KGI SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,TH16446,3
KGI SECURITIES CO LTD,TW40908,3
KHALEEJI COMMERCIAL BANK,BH29858,5
KHRESCHATYK COMMERCIAL BANK,UA49978,3
KIATNAKIN BANK PUBLIC COMPANY LIMITED,TH47309,5
"KILLBUCK BANCSHARES, INC.",US89778,11
KING'S TOWN BANK,TW48511,5
KIRAYAKA BANK LTD.,JP17231,11
KIRAYAKA BANK LTD.,JP32956,10
KIRAYAKA HOLDINGS INC,JP29766,4
KIRAYAKA HOLDINGS INC,JP29767,4
"KISH BANCORP, INC.",US69293,12
KITA-NIPPON BANK,JP17201,11
KITA-NIPPON BANK,JP32146,11
KIWOOM SECURITIES CO LTD,KR39543,2
KIYO BANK,JP17202,11
KIYO BANK,JP30110,11
KIYO HOLDINGS INC,JP29768,8
KIYO HOLDINGS INC,JP29769,8
"KKR FINANCIAL HOLDINGS, LLC",US51065,5
KNBT BANCORP INC.,US71142,5
KNBT BANCORP INC.,USA7C6E,7
KOMERCIJALNA BANKA A.D. BEOGRAD,RS45790,5
KOMERCIJALNA BANKA A.D. SKOPJE,MK35919,5
KOMERCIJALNA BANKA AD BANJA LUKA,BA15690,5
KOMERCIJALNA BANKA AD BUDVA,ME40824,5
KOMERCIJALNO-INVESTICIONA BANKA DD VELIKA KLADUSA,BA40551,2
KOMERCNI BANKA,CZ35745,3
KOMERCNI BANKA,CZ42320,5
KOREA INVESTMENT HOLDINGS CO. LTD,KR29113,3
KOTAK MAHINDRA BANK LIMITED,IN19203,5
KREDITBANKEN A/S,DK10300,5
KREDITNA BANKA ZAGREB,HR42679,5
KRUNG THAI BANK PUBLIC COMPANY LIMITED,TH30594,5
KRUNGTHAI CARD PUBLIC COMPANY LIMITED,TH16585,3
"KS BANCORP, INC.",US88973,11
KUMARI BANK LTD,NP19831,5
KURDISTAN INTERNATIONAL BANK FOR INVESTMENT AND DEVELOPMENT,IQ28725,5
KURSKPROMBANK OAO,RU16991,3
KUWAIT & MIDDLE EAST FINANCIAL INVESTMENT COMPANY,KW29679,3
KUWAIT FINANCE & INVESTMENT COMPANY K.S.C,KW29026,3
KUWAIT FINANCE HOUSE,KW31597,5
KUWAIT FINANCIAL CENTER SAK - MARKAZ,KW40152,5
KUWAIT INTERNATIONAL BANK,KW30792,5
KUWAIT INVESTMENT COMPANY (SAK),KW40042,3
KUWAIT PROJECTS COMPANY HOLDING K.S.C.,KW44705,3
KUZNETSKY BANK OPEN JOINT-STOCK COMPANY,RU38911,3
"KWANGJU BANK CO., LTD",KR52366,2
KWANGJU BANK LTD. (THE),KR32367,1
KYOBO SECURITIES CO. LTD,KR29115,2
"KYOKUTO SECURITIES CO., LTD.",JP51800,11
"KYOKUTO SECURITIES CO., LTD.",JP51858,11
KYONGNAM BANK,KR52482,5
KYUSHU FINANCIAL GROUP INC,JP54726,1
KYUSHU FINANCIAL GROUP INC,JP56378,1
"KYUSHU-SHINWA HOLDINGS, INC",JP19895,2
"KYUSHU-SHINWA HOLDINGS, INC",JP19896,2
LAAN & SPAR BANK A/S,DK10499,5
LAFAYETTE BANCORPORATION,US87617,2
LAFAYETTE BANCORPORATION,USA186B,2
LAFAYETTE COMMUNITY BANCORP,US82928,17
LAKE SHORE BANCORP INC,US83320,4
LAKE SUNAPEE BANK GROUP,US17351,4
LAKE SUNAPEE BANK GROUP,US62950,16
"LAKELAND BANCORP, INC",US19365,16
"LAKELAND BANCORP, INC",USA2D7D,16
"LAKELAND FINANCIAL CORPORATION, INDIANA",US69309,16
"LAKELAND FINANCIAL CORPORATION, INDIANA",USA1C80,17
LAKSHMI VILAS BANK LTD,IN38679,5
LANDESBANK BERLIN HOLDING AG - LBB HOLDING AG,DE15517,3
LANDESBANK BERLIN HOLDING AG - LBB HOLDING AG,DE43548,3
"LANDMARK BANCORP, INC.",US17675,15
"LANDMARK BANCORP, INC.",USA0D94,18
"LANDMARK NATIONAL BANK, CALIFORNIA",US64061,5
LANG & SCHWARZ AG,DE26686,3
LANKA ORIX LEASING COMPANY PLC,LK23671,3
"LAPORTE BANCORP, INC",US83855,4
LASCO FINANCIAL SERVICES LIMITED,JM12528,4
LAUREL CAPITAL GROUP INC,US16774,6
LAUREL CAPITAL GROUP INC,US51460,6
LAURENTIAN BANK OF CANADA,CA32276,17
LAURENTIAN BANK OF CANADA,CAA2996,17
LAXMI BANK LTD,NP16805,6
LAXMI BANK LTD,NP56908,5
LAZARD LIMITED,BM39054,3
LCNB CORP.,US69319,16
LCNB CORP.,USA2543,17
LE CREDIT LYONNAIS (LCL) SA,FR11050,5
LE CREDIT LYONNAIS (LCL) SA,FR11051,3
LEASING PERU S.A.,PE12768,5
LEASING TOTAL SA,PE52509,3
LEDGER CAPITAL CORP,US74458,1
LEDGER CAPITAL CORP,USA0AFF,2
"LEGACY BANK, N.A.",US71369,4
LEGG MASON INC,US43855,4
LEONTEQ AG,CH51066,5
LETSHEGO HOLDING LIMITED,BW27484,5
LEXINGTON B & L FINANCIAL CORP.,US82711,5
LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,TH50577,3
LIBERBANK SA,ES12682,5
LIBERBANK SA,ES52881,3
"LIBERTY BANCORP, INC.",US83345,4
LIBERTY BANK JSC,GE29456,5
LIBERTY BELL BANK,US64115,14
LIBERTY BELL BANK,USAAC54,12
LIC HOUSING FINANCE LTD,IN18817,4
LIDER FAKTORING HIZMETLERI AS,TR12003,3
LIECHTENSTEINISCHE LANDESBANK AG - NATIONAL BANK OF LIECHTENSTEIN,LI46647,5
LIFESTORE FINANCIAL GROUP,US23723,5
LINCOLN BANCORP,US18913,2
LINCOLN BANCORP,USA1D64,8
LINCOLN PARK BANCORP,US83496,4
"LIVE OAK BANCSHARES, INC.",US20679,6
"LIVE OAK BANCSHARES, INC.",US83670,1
"LIVE OAK BANCSHARES, INC.",USEF0E6,7
LLOYDS BANKING GROUP PLC,GB43418,5
LLOYDS BANKING GROUP PLC,GB46453,3
LLOYDS BANKING GROUP PLC,GBA33A7,16
"LNB BANCORP, INC",US19367,15
"LNB BANCORP, INC",US50760,15
LOCAL FINANCIAL CORPORATION,US17151,4
LOCAL FINANCIAL CORPORATION,USA1A61,4
LOCINDUS S.A.,FR19855,3
LOCINDUS S.A.,FR44830,5
LOGANSPORT FINANCIAL CORP.,US83650,5
LOLLANDS BANK A/S,DK10468,5
LOMBARD BANK (MALTA) PLC,MT30808,5
LONDON CAPITAL GROUP HOLDINGS PLC,GB27070,3
LONDON FINANCIAL CORPORATION,US85471,4
LONDON FORFAITING COMPANY LIMITED,GB43687,3
LONG ISLAND FINANCIAL CORP.,US69349,5
LONG ISLAND FINANCIAL CORP.,USA1954,5
"LOUISIANA BANCORP, INC.",US84217,3
LSB CORPORATION,US47160,10
LSB CORPORATION,US69354,9
LSB FINANCIAL CORP,US23999,2
LSF LOAN SOLUTIONS FRANKFURT GMBH,DE13588,3
LSF LOAN SOLUTIONS FRANKFURT GMBH,DE19627,5
LUMBINI BANK LTD,NP11338,3
LUMBINI FINANCE & LEASING CO LTD,NP11816,4
LUZERNE NATIONAL BANK CORPORATION,US89094,9
LUZERNER KANTONALBANK AG,CH47457,5
LYNDONBANK,US64174,6
"LYONS BANCORP, INC.",US20872,9
"LYONS BANCORP, INC.",US69358,8
"M&F BANCORP, INC.",US89895,10
M&I LLC,US34083,7
M&T BANK CORPORATION,US3349A,16
M&T BANK CORPORATION,US34254,16
MACATAWA BANK CORPORATION,US58350,16
MACATAWA BANK CORPORATION,USA1BF5,17
MACHHAPUCHCHHRE BANK LTD,NP40944,2
MACKINAC FINANCIAL CORPORATION,US48050,16
MACKINAC FINANCIAL CORPORATION,USA4AAE,17
MACQUARIE BANK LTD,AU32158,6
MACQUARIE GROUP LTD,AU26871,5
"MADISON BANCORP, INC.",US84223,3
"MADISON BANCSHARES GROUP, LTD.",US69371,4
