Company name,WVB No,OSIRIS Identification Number,count_records,min_date,max_date
"FIRST NATIONAL BANKSHARES OF FLORIDA, INC.",US200175526,USA83C8,4,2000-12-31,2003-12-31
FIRST NATIONAL CORPORATION,41779NU,US19332,15,2000-12-31,2014-12-31
FIRST NATIONAL CORPORATION,41779NU,US89020,1,2015-12-31,2015-12-31
FIRST NATIONAL CORPORATION,41779NU,USAC19F,17,2000-12-31,2016-12-31
"FIRST NATIONAL OF NEBRASKA, INC.",US470523079,US41784,16,2000-12-31,2015-12-31
"FIRST NATIONAL OF NEBRASKA, INC.",US470523079,USA1D1D,2,2000-12-31,2001-12-31
FIRST NBC BANK HOLDING COMPANY,63652NU,US73282,7,2009-12-31,2015-12-31
FIRST NBC BANK HOLDING COMPANY,63652NU,USE5D50,8,2008-12-31,2015-12-31
"FIRST NIAGARA FINANCIAL GROUP, INC",37685NU,US48049,8,2000-12-31,2015-12-31
"FIRST NIAGARA FINANCIAL GROUP, INC",37685NU,USA1BDA,16,2000-12-31,2015-12-31
"FIRST NILES FINANCIAL, INC",40359NU,US23895,4,2012-12-31,2015-12-31
FIRST NORTHERN COMMUNITY BANCORP,41123NU,US68938,16,2000-12-31,2015-12-31
FIRST NORTHERN COMMUNITY BANCORP,41123NU,USAA92F,16,2000-12-31,2015-12-31
FIRST NORTHWEST BANCORP,US461259100,US91749,1,2015-12-31,2015-12-31
"FIRST OAK BROOK BANCSHARES, INC",37176NU,US19334,6,2000-12-31,2005-12-31
"FIRST OAK BROOK BANCSHARES, INC",37176NU,US34321,6,2000-12-31,2005-12-31
FIRST OF LONG ISLAND CORPORATION (THE),40367NU,US19335,16,2000-12-31,2015-12-31
FIRST OF LONG ISLAND CORPORATION (THE),40367NU,US33484,17,2000-12-31,2016-12-31
"FIRST OTTAWA BANCSHARES, INC.",US364331185,US89393,11,2006-12-31,2016-12-31
FIRST PACIFIC COMPANY LIMITED,90264FH,BM32479,3,2013-12-31,2015-12-31
FIRST PLACE FINANCIAL CORP,40433NU,US17089,1,2012-12-31,2012-12-31
FIRST PLACE FINANCIAL CORP,40433NU,USA1D66,11,2000-06-30,2010-06-30
FIRST PRIORITY FINANCIAL CORP.,US208420347,US83395,9,2007-12-31,2015-12-31
FIRST REGIONAL BANCORP,37169NU,US19338,10,2000-12-31,2009-12-31
FIRST REGIONAL BANCORP,37169NU,US34332,9,2000-12-31,2008-12-31
"FIRST RELIANCE BANCSHARES, INC.",41132NU,US68954,12,2003-12-31,2014-12-31
"FIRST RELIANCE BANCSHARES, INC.",41132NU,US89394,2,2002-12-31,2015-12-31
"FIRST RELIANCE BANCSHARES, INC.",41132NU,USB1472,10,2006-12-31,2015-12-31
FIRST RESOURCE BANK,US202139081,US71604,12,2005-12-31,2016-12-31
FIRST ROBINSON FINANCIAL CORPORATION,US364145294,US23868,5,2012-03-31,2016-03-31
FIRST ROBINSON FINANCIAL CORPORATION,US364145294,US53717,16,2000-12-31,2015-12-31
FIRST ROBINSON FINANCIAL CORPORATION,US364145294,USA15D9,13,2000-03-31,2012-03-31
"FIRST SAVINGS FINANCIAL GROUP, INC",63350NU,US66051,3,2012-12-31,2014-12-31
"FIRST SAVINGS FINANCIAL GROUP, INC",63350NU,US90733,1,2015-12-31,2015-12-31
"FIRST SAVINGS FINANCIAL GROUP, INC",63350NU,USB36D5,11,2006-09-30,2016-09-30
"FIRST SECURITY BANCORP, INC., KENTUCKY",US611364206,US68957,5,2001-12-31,2005-12-31
FIRST SECURITY CORPORATION,US876118148,US34074,3,2000-12-31,2002-12-31
"FIRST SECURITY GROUP, INC.",36665NU,US68959,15,2000-12-31,2014-12-31
"FIRST SECURITY GROUP, INC.",36665NU,USA2BA9,15,2000-12-31,2014-12-31
FIRST SECURITY ISLAMI BANK LIMITED,30213FE,BD17106,5,2011-12-31,2015-12-31
FIRST SECURITY ISLAMI BANK LIMITED,30213FE,BD50085,2,2014-12-31,2015-12-31
"FIRST SENTRY BANCSHARES, INC.",US030398338,US89399,10,2006-12-31,2015-12-31
FIRST SOUND BANK,US201274248,US71341,13,2004-12-31,2016-12-31
FIRST SOUTH BANCORP INC,37165NU,US16773,15,2000-12-31,2014-12-31
FIRST SOUTH BANCORP INC,37165NU,US20811,2,2015-12-31,2016-12-31
FIRST SOUTH BANCORP INC,37165NU,USA184F,18,2000-09-30,2016-12-31
"FIRST SOUTH BANCORP, INC., SOUTH CAROLINA",41830NU,US89607,13,2000-12-31,2016-12-31
"FIRST SOUTHERN BANCORP, INC., FLORIDA",US650637642,US68966,14,2000-12-31,2013-12-31
"FIRST SOUTHERN BANCSHARES, INC.",US631133624,US91112,15,2001-12-31,2015-12-31
"FIRST STAR BANCORP, INC.",US232753108,US68974,12,2000-12-31,2011-12-31
"FIRST STATE BANCORPORATION, NEW MEXICO",37151NU,US68976,11,2000-12-31,2010-12-31
"FIRST STATE BANCORPORATION, NEW MEXICO",37151NU,USA08FC,10,2000-12-31,2009-12-31
"FIRST STATE FINANCIAL CORPORATION, FLORIDA",37589NU,US68983,7,2002-12-31,2008-12-31
"FIRST STATE FINANCIAL CORPORATION, FLORIDA",37589NU,USAA254,8,2001-12-31,2008-12-31
FIRST TRUST BANK,US562112793,US63221,10,2002-12-31,2011-12-31
FIRST UKRAINIAN INTERNATIONAL BANK,40249OU,UA43155,5,2011-12-31,2015-12-31
FIRST UKRAINIAN INTERNATIONAL BANK,40249OU,UA51966,6,2009-12-31,2014-12-31
FIRST ULB CORP.,US943134590,US83251,4,2012-12-31,2015-12-31
FIRST UNITED CORPORATION,37613NU,US19339,16,2000-12-31,2015-12-31
FIRST UNITED CORPORATION,37613NU,USA13F1,16,2000-12-31,2015-12-31
FIRST US BANCSHARES INC,36314NU,US20992,1,2015-12-31,2015-12-31
FIRST US BANCSHARES INC,36314NU,US70067,15,2000-12-31,2014-12-31
FIRST US BANCSHARES INC,36314NU,USA20CB,16,2000-12-31,2015-12-31
FIRST VIETNAMESE AMERICAN BANK,62081NU,US71609,5,2005-12-31,2009-12-31
FIRST VIRGINIA BANKS INC,35025NU,US3388N,3,2000-12-31,2002-12-31
FIRST VIRGINIA BANKS INC,35025NU,US34109,3,2000-12-31,2002-12-31
FIRST WASHINGTON FINANCIALCORP,US522150671,US19340,4,2000-12-31,2003-12-31
FIRST WASHINGTON FINANCIALCORP,US522150671,USA9DBC,3,2001-12-31,2003-12-31
FIRST WEST VIRGINIA BANCORP INC,37146NU,US20816,10,2006-12-31,2015-12-31
FIRSTBANK CORPORATION,37143NU,US19341,14,2000-12-31,2013-12-31
FIRSTBANK CORPORATION,37143NU,USA125D,14,2000-12-31,2013-12-31
FIRSTBANK FINANCIAL SERVICES,61924NU,US62414,7,2002-12-31,2008-12-31
"FIRSTBANK FINANCIAL SERVICES, INC.",41853NU,US71519,1,2005-12-31,2005-12-31
"FIRSTBANK FINANCIAL SERVICES, INC.",41853NU,US90595,2,2006-12-31,2007-12-31
"FIRSTBANK FINANCIAL SERVICES, INC.",41853NU,USB1B6F,2,2006-12-31,2007-12-31
FIRSTCARIBBEAN INTERNATIONAL BANK (JAMAICA) LIMITED,30014WJ,JM33307,4,2010-10-31,2015-10-31
FIRSTCARIBBEAN INTERNATIONAL BANK (JAMAICA) LIMITED,30014WJ,JMAE36D,12,2003-10-31,2014-10-31
FIRSTCARIBBEAN INTERNATIONAL BANK LIMITED,30002WD,BB49192,5,2011-10-31,2015-10-31
FIRSTCARIBBEAN INTERNATIONAL BANK LIMITED,30002WD,BBAE031,15,2000-10-31,2014-10-31
"FIRSTFED BANCORP, INC.",US631048648,US89652,10,2006-12-31,2015-12-31
FIRSTMERIT CORPORATION,34911NU,US34155,16,2000-12-31,2015-12-31
FIRSTRAND LIMITED,30425KS,ZA47139,6,2011-06-30,2016-06-30
FLAG FINANCIAL CORPORATION,US582094179,US33360,6,2000-12-31,2005-12-31
FLAG FINANCIAL CORPORATION,US582094179,US69006,6,2000-12-31,2005-12-31
FLAGSTAR BANCORP INC,37136NU,US16144,4,2012-12-31,2015-12-31
FLAGSTAR BANCORP INC,37136NU,USA13D4,17,2000-12-31,2016-12-31
FLEETBOSTON FINANCIAL CORPORATION,30473NU,US34058,4,2000-12-31,2003-12-31
FLEETBOSTON FINANCIAL CORPORATION,30473NU,USA2BAA,4,2000-12-31,2003-12-31
FLEETWOOD BANK CORPORATION,US232376224,US89092,15,2000-12-31,2016-12-31
"FLORIDA BANKS, INC",31017NU,US19342,4,2000-12-31,2003-12-31
"FLORIDA BANKS, INC",31017NU,USA1C22,4,2000-12-31,2003-12-31
"FLORIDA CHOICES BANCSHARES, INC",40819NU,US71520,1,2005-12-31,2005-12-31
FLOW TRADERS NV,30315EN,NL54651,3,2013-12-31,2015-12-31
FLUSHING FINANCIAL CORPORATION,37672NU,US17324,4,2012-12-31,2015-12-31
FLUSHING FINANCIAL CORPORATION,37672NU,USA11A3,17,2000-12-31,2016-12-31
FMF CAPITAL GROUP LTD,32261NC,CA23756IAC,3,2004-12-31,2006-03-31
"FNB BANCORP, CALIFORNIA",41923NU,US69014,13,2002-12-31,2014-12-31
"FNB BANCORP, CALIFORNIA",41923NU,US89730,1,2015-12-31,2015-12-31
"FNB BANCORP, CALIFORNIA",41923NU,USB0D5C,12,2005-12-31,2016-12-31
"FNB BANCORP, INC.",US232235788,US69015,15,2000-12-31,2014-12-31
"FNB BANCORP, INC.",US232235788,US89731,2,2015-12-31,2016-12-31
FNB CORPORATION,34996NU,US41845,15,2001-12-31,2015-12-31
FNB CORPORATION,34996NU,USA0A0B,17,2000-12-31,2016-12-31
"FNB CORPORATION, VIRGINIA",US541791618,US69023,8,2000-12-31,2007-12-31
"FNB CORPORATION, VIRGINIA",US541791618,USA1B55,7,2000-12-31,2006-12-31
FNB FINANCIAL CORPORATION,40421NU,US71112,2,2004-12-31,2005-12-31
FNB FINANCIAL CORPORATION,40421NU,US90478,4,2000-12-31,2003-12-31
FNB FINANCIAL SERVICES CORPORATION,40401NU,US19343,7,2000-12-31,2006-12-31
FNB FINANCIAL SERVICES CORPORATION,40401NU,USA112D,7,2000-12-31,2006-12-31
FNB NAMIBIA HOLDINGS LIMITED,30006MN,NA35955,5,2012-06-30,2016-06-30
"FNB, INC.",US341610064,US90479,15,2000-12-31,2016-12-31
"FNBH BANCORP, INC",40371NU,US89061,4,2012-12-31,2015-12-31
"FNCB BANCORP, INC",40336NU,US19331,16,2000-12-31,2015-12-31
"FNCB BANCORP, INC",40336NU,USA2565,17,2000-12-31,2016-12-31
FONCIERE DE PARIS SIIC,30436EF,FR28017,3,2013-12-31,2015-12-31
FOOTHILL INDEPENDENT BANCORP,37131NU,US35440,6,2000-12-31,2005-12-31
FOOTHILL INDEPENDENT BANCORP,37131NU,US69032,6,2000-12-31,2005-12-31
FOREIGN & COLONIAL INVESTMENT TRUST PLC (THE),90302EX,GB46393,3,2013-12-31,2015-12-31
"FORESIGHT FINANCIAL GROUP, INC.",US363371610,US69034,16,2000-12-31,2015-12-31
FORTE BANK,30003OK,KZ46447,4,2011-12-31,2014-12-31
FORTEBANK JSC,30008OK,KZ19187,5,2011-12-31,2015-12-31
"FOUNDATION BANCORP, INC",US912181046,US90480,11,2003-12-31,2015-12-31
FOUNDERS BANCORP,US208850904,US83393,9,2007-12-31,2015-12-31
FOUNDERS COMMUNITY BANK,US202074559,US71615,12,2005-12-31,2016-12-31
FOUR OAKS FINCORP INC,40374NU,US17330,15,2000-12-31,2014-12-31
FOUR OAKS FINCORP INC,40374NU,US20817,1,2015-12-31,2015-12-31
FOUR OAKS FINCORP INC,40374NU,USAEBD6,13,2003-12-31,2015-12-31
FOX CHASE BANCORP INC,63361NU,US67071,4,2012-12-31,2015-12-31
FOX CHASE BANCORP INC,63361NU,USAE6E4,15,2001-12-31,2015-12-31
"FPB BANCORP, INC.",37120NU,US23871,10,2001-12-31,2010-12-31
FPB FINANCIAL CORP,US721438784,US83623,4,2012-12-31,2015-12-31
"FRANKFORT FIRST BANCORP, INC.",US621271129,US82638,4,2012-12-31,2015-12-31
"FRANKLIN BANCORP, INC., MICHIGAN",US382483920,US35910,4,2000-12-31,2003-12-31
"FRANKLIN BANCORP, INC., MICHIGAN",US382483920,US69043,2,2002-12-31,2003-12-31
FRANKLIN FINANCIAL CORPORATION,63364NU,US17550,4,2000-12-31,2003-12-31
FRANKLIN FINANCIAL CORPORATION,63364NU,USA2D4D,4,2000-12-31,2003-12-31
"FRANKLIN FINANCIAL NETWORK, INC",66081NU,US73370,3,2013-12-31,2015-12-31
"FRANKLIN FINANCIAL NETWORK, INC",66081NU,USF56B2,5,2011-12-31,2015-12-31
FRANKLIN FINANCIAL SERVICES CORPORATION,41959NU,US69045,16,2000-12-31,2015-12-31
FRANKLIN FINANCIAL SERVICES CORPORATION,41959NU,USB0CFB,12,2005-12-31,2016-12-31
FRANSABANK-SYRIA S.A.,30021GA,SY27915,3,2013-12-31,2015-12-31
"FRATERNITY COMMUNITY BANCORP, INC",US273683448,US83798,4,2012-12-31,2015-12-31
FREDDIE MAC,31688NU,US17578,3,2013-12-31,2015-12-31
"FREDERICK COUNTY BANCORP, INC.",41968NU,US90481,12,2003-12-31,2016-12-31
"FREEDOM BANCSHARES, INC.",US550679425,US82202,16,2000-12-31,2015-12-31
FREEDOM BANK,62087NU,US71616,3,2005-12-31,2007-12-31
FRESNO FIRST BANK,US203195377,US71619,12,2005-12-31,2016-12-31
FRONTIER FINANCIAL CORPORATION,US911223535,US19345,10,2000-12-31,2009-12-31
FRONTIER FINANCIAL CORPORATION,US911223535,USA1C86,10,2000-12-31,2009-12-31
FRONTIER NATIONAL CORPORATION,US721355228,US89824,7,2006-12-31,2012-12-31
"FS BANCORP, INC.",US454585178,US83821,4,2012-12-31,2015-12-31
"FSB COMMUNITY BANKSHARES, INC.",US743164710,US83508,4,2012-12-31,2015-12-31
FUBON BANK (HONG KONG) LIMITED,30072FH,HK32422,5,2011-12-31,2015-12-31
FUBON FINANCIAL HOLDING CO LTD,30605FC,TW19863,5,2011-12-31,2015-12-31
"FUKUOKA CHUO BANK, LTD.",33368FJ,JP33196,11,2006-03-31,2016-03-31
FUKUOKA FINANCIAL GROUP INC,32683FJ,JP26713,9,2008-03-31,2016-03-31
FUKUOKA FINANCIAL GROUP INC,32683FJ,JP26714,9,2008-03-31,2016-03-31
FUKUSHIMA BANK,30396FJ,JP17184,11,2006-03-31,2016-03-31
FUKUSHIMA BANK,30396FJ,JP32754,11,2006-03-31,2016-03-31
FULTON BANCSHARES CORPORATION,US251598464,US69062,4,2002-12-31,2005-12-31
FULTON BANCSHARES CORPORATION,US251598464,USA257A,6,2000-12-31,2005-12-31
FULTON FINANCIAL CORPORATION,34914NU,US36350,17,2000-12-31,2016-12-31
FULTON FINANCIAL CORPORATION,34914NU,US41823,16,2000-12-31,2015-12-31
FUTURA BANC CORPORATION,US311407567,US69063,6,2000-12-31,2005-12-31
FUTURA BANC CORPORATION,US311407567,US89828,1,2006-12-31,2006-12-31
FVNB CORP,US742871063,US69064,13,2000-12-31,2012-12-31
FVNB CORP,US742871063,USA1301,1,2000-12-31,2000-12-31
FYNSKE BANK A/S,30294SD,DK44927,5,2011-12-31,2015-12-31
G. K. GOH HOLDINGS LTD,30046FN,SG48928,3,2013-12-31,2015-12-31
GAM HOLDING AG,30060ES,CH31340,5,2011-12-31,2015-12-31
GARANTI FAKTORING A.S,30027ET,TR12331,3,2013-12-31,2015-12-31
GARIMA BIKAS BANK LTD,30173FB,NP11307,4,2012-07-15,2015-07-16
GATEWAY FINANCIAL HOLDINGS INC.,34813NU,US17670,7,2001-12-31,2007-12-31
GATEWAY FINANCIAL HOLDINGS INC.,34813NU,USA207E,8,2000-12-31,2007-12-31
GAURISHANKAR DEVELOPMENT BANK LTD,40006FB,NP11059,3,2012-07-15,2014-07-16
GAZPROMBANK OPEN JOINT-STOCK COMPANY,RU09807684,RU48130,5,2011-12-31,2015-12-31
GB GROUP CORPORATION,30043LN,PA12737,6,2011-06-30,2016-06-30
GB GROUP CORPORATION,30043LN,PAACA6D,14,2003-06-30,2016-06-30
"GB&T BANCSHARES, INC",37598NU,US19346,8,2000-12-31,2007-12-31
"GB&T BANCSHARES, INC",37598NU,USA2E50,8,2000-12-31,2007-12-31
GBC BANCORP,US953586596,US36475,3,2000-12-31,2002-12-31
GBC BANCORP,US953586596,US41938,3,2000-12-31,2002-12-31
"GBC BANCORP, INC.",US582265327,US69076,4,2002-12-31,2005-12-31
GCB BANK LIMITED,30015KV,GH43837,5,2011-12-31,2015-12-31
GE CAPITAL  INTERBANCA SPA,IT00776620155,IT19859,5,2011-12-31,2015-12-31
GE CAPITAL  INTERBANCA SPA,IT00776620155,IT21351,5,2011-12-31,2015-12-31
GENERAL BANK OF GREECE SA,30010EG,GR46888,1,2013-12-31,2013-12-31
GENERAL FINANCE LTD,30059FB,NP11845,4,2012-07-15,2015-07-16
"GENERAL MOTORS FINANCIAL COMPANY, INC",34915NU,US50780,5,2011-12-31,2015-12-31
GENTERA S.A.B. DE C.V.,30390LM,MX52277,5,2011-12-31,2015-12-31
GENTERA S.A.B. DE C.V.,30390LM,MXCF2F8,6,2010-12-31,2015-12-31
"GEORGETOWN BANCORP, INC.",63502NU,US83683,4,2012-12-31,2015-12-31
"GEORGIA BANCSHARES, INC.",US562646154,US69084,12,2003-12-31,2014-12-31
"GEORGIA-CAROLINA BANCSHARES, INC.",US582326075,US69087,8,2001-12-31,2014-12-31
"GEORGIA-CAROLINA BANCSHARES, INC.",US582326075,USA1EAB,14,2000-12-31,2013-12-31
GERMAN AMERICAN BANCORP,42263NU,US19347,16,2000-12-31,2015-12-31
GERMAN AMERICAN BANCORP,42263NU,USA11CB,17,2000-12-31,2016-12-31
GETIN HOLDING SA,40032EO,PL11828,5,2011-12-31,2015-12-31
GETIN NOBLE BANK SA,40056EO,PL10357,5,2011-12-31,2015-12-31
GETIN NOBLE BANK SA,40056EO,PL27122,2,2013-12-31,2014-12-31
GF SECURITIES CO.LTD,30788PC,CN52683,5,2011-12-31,2015-12-31
GFH FINANCIAL GROUP B.S.C.,30041GB,BH19556,5,2011-12-31,2015-12-31
GFI GROUP INC,37455NU,US12046,2,2013-12-31,2014-12-31
GFKL FINANCIAL SERVICES AG,40341ED,DE29407,2,2013-12-31,2014-12-31
"GLACIER BANCORP, INC",37109NU,US17493,16,2000-12-31,2015-12-31
"GLACIER BANCORP, INC",37109NU,US33390,17,2000-12-31,2016-12-31
GLARNER KANTONALBANK,40322ES,CH33973,5,2011-12-31,2015-12-31
GLEN BURNIE BANCORP,37066NU,US20849,10,2006-12-31,2015-12-31
GLITNIR BANK,30002SI,IS37814,3,2013-12-31,2015-12-31
GLOBAL IME BANK LIMITED,30113FB,NP15847,5,2011-07-16,2015-07-16
GLOBAL INVESTMENT HOUSE KPSC,30013GK,KW23763,3,2013-12-31,2015-12-31
GMO CLICK HOLDINGS INC,40802FJ,JP56358,5,2012-03-31,2016-03-31
GMO CLICK HOLDINGS INC,40802FJ,JP56359,5,2012-03-31,2016-03-31
"GOLD BANC CORPORATION, INC",36763NU,US48469,6,2000-12-31,2005-12-31
"GOLD BANC CORPORATION, INC",36763NU,USA12E3,6,2000-12-31,2005-12-31
GOLDBOND GROUP HOLDINGS LIMITED,30298FH,HK51970,5,2012-03-31,2016-03-31
"GOLDEN BRIDGE INVESTMENT & SECURITIES CO., LTD",30209FK,KR16574,2,2014-12-31,2015-12-31
GOLDEN STATE BANCORP,59740NU,US71352,14,2003-12-31,2016-12-31
"GOLDMAN SACHS GROUP, INC",36796NU,US35581,7,2009-12-31,2015-12-31
"GOUVERNEUR BANCORP, INC",36807NU,US23897,5,2012-12-31,2016-12-31
GRAND BANK NEPAL LTD,30011FB,NP27558,4,2012-07-15,2015-07-16
"GRAND RIVER COMMERCE, INC.",US205393246,US83677,7,2009-12-31,2015-12-31
GRANDSOUTH BANCORPORATION,40311NU,US89810,14,2000-12-31,2016-12-31
GRAUBUENDNER KANTONALBANK - BANQUE CANTONALE DES GRISONS,40050ES,CH32170,5,2011-12-31,2015-12-31
"GRAYSON BANKSHARES, INC.",US541647596,US91631,10,2006-12-31,2015-12-31
"GREAT AMERICAN BANCORP, INC.",US521923366,US82660,4,2012-12-31,2015-12-31
GREAT BASIN FINANCIAL CORPORATION,US71125,US90489,7,2000-12-31,2008-12-31
GREAT FLORIDA BANK,US201095951,US39509,10,2004-12-31,2013-12-31
GREAT FLORIDA BANK,US201095951,USB085D,8,2004-12-31,2011-12-31
"GREAT LAKES BANCORP, INC.",35083NU,US09495,6,2000-12-31,2006-12-31
"GREAT LAKES BANCORP, INC.",35083NU,US47114,5,2003-12-31,2007-12-31
"GREAT SOUTHERN BANCORP, INC",36826NU,US19348,16,2000-12-31,2015-12-31
"GREAT SOUTHERN BANCORP, INC",36826NU,US39820,17,2000-12-31,2016-12-31
"GREAT WESTERN BANCORP, INC",US471308512,US54826,1,2015-12-31,2015-12-31
"GREAT WESTERN BANCORP, INC",US471308512,USF1834,5,2012-09-30,2016-09-30
GREATER BAY BANCORP,34920NU,US48029,7,2000-12-31,2006-12-31
GREATER BAY BANCORP,34920NU,USA158E,7,2000-12-31,2006-12-31
GREATER COMMUNITY BANCORP,36848NU,US19349,8,2000-12-31,2007-12-31
GREATER COMMUNITY BANCORP,36848NU,US39755,8,2000-12-31,2007-12-31
GREATER HUDSON BANK,US061609560,US61607,15,2002-12-31,2016-12-31
GREATER SACRAMENTO BANCORP,US69124,US89737,10,2002-12-31,2014-12-31
GREEN BANCORP INC,65763NU,US73328,6,2010-12-31,2015-12-31
GREEN BANCORP INC,65763NU,USF0495,6,2011-12-31,2016-12-31
"GREEN BANKSHARES, INC.",37282NU,US19350,11,2000-12-31,2010-12-31
"GREEN BANKSHARES, INC.",37282NU,USA69D8,12,2000-12-31,2011-12-31
GREEN DOT CORPORATION,50631NU,US20694,2,2014-12-31,2015-12-31
GREEN DOT CORPORATION,50631NU,US91262,3,2011-12-31,2013-12-31
"GREENE COUNTY BANCORP, INC",36865NU,US20902,1,2015-12-31,2015-12-31
"GREENE COUNTY BANCORP, INC",36865NU,US23900,5,2012-06-30,2016-06-30
"GREENE COUNTY BANCORP, INC",36865NU,USA1D9A,17,2000-06-30,2016-06-30
GREENPOINT FINANCIAL CORPORATION,34922NU,US48030,4,2000-12-31,2003-12-31
GREENPOINT FINANCIAL CORPORATION,34922NU,USA07BB,4,2000-12-31,2003-12-31
GREENVILLE FEDERAL FINANCIAL CORPORATION,US203742295,US83576,5,2012-12-31,2016-12-31
GREER BANCSHARES INC.,US571126200,US20852,10,2006-12-31,2015-12-31
GRENKE AG,30584ED,DE28814,5,2011-12-31,2015-12-31
GROUPE BRUXELLES LAMBERT SA,30088EB,BE19947,5,2011-12-31,2015-12-31
GRUH FINANCE LIMITED,31908FI,IN27128,3,2014-03-31,2016-03-31
GRUPO AVAL ACCIONES Y VALORES S.A.,30146LL,CO40276,4,2012-12-31,2015-12-31
GRUPO BOLIVAR S.A,30162LL,CO26574,2,2014-12-31,2015-12-31
GRUPO ELEKTRA SAB DE CV,30037LM,MX52465,5,2011-12-31,2015-12-31
GRUPO FINANCIERO BANAMEX - ACCIVAL,30159LM,MX48574,5,2011-12-31,2015-12-31
GRUPO FINANCIERO BANORTE S.A.B. DE C.V.,30160LM,MX49150,5,2011-12-31,2015-12-31
GRUPO FINANCIERO BANORTE S.A.B. DE C.V.,30160LM,MXA5454,17,2000-12-31,2016-12-31
GRUPO FINANCIERO BBVA BANCOMER,40009LM,MX47707,3,2013-12-31,2015-12-31
GRUPO FINANCIERO BBVA BANCOMER,40009LM,MXA22DE,4,2000-12-31,2003-12-31
GRUPO FINANCIERO GALICIA SA,30147LA,AR23755,5,2011-12-31,2015-12-31
GRUPO FINANCIERO GALICIA SA,30147LA,ARA7B1B,15,2001-12-31,2015-12-31
GRUPO FINANCIERO HSBC SA DE CV,MX47740,MX47740,3,2013-12-31,2015-12-31
GRUPO FINANCIERO HSBC SA DE CV,MX47740,MXA5776,11,2000-12-31,2014-12-31
GRUPO FINANCIERO IMPROSA SA,30072LD,CR19221,5,2011-12-31,2015-12-31
GRUPO FINANCIERO IMPROSA SA,30072LD,CRAC988,11,2002-12-31,2012-12-31
GRUPO FINANCIERO INBURSA,30223LM,MX40154,5,2011-12-31,2015-12-31
GRUPO FINANCIERO INBURSA,30223LM,MXA5489,17,2000-12-31,2016-12-31
GRUPO FINANCIERO INTERACCIONES SA DE CV,30227LM,MX19830,5,2011-12-31,2015-12-31
GRUPO FINANCIERO INTERACCIONES SA DE CV,30227LM,MXAB452,16,2001-12-31,2016-12-31
GRUPO FINANCIERO MULTIVA SAB,30230LM,MX27219,5,2011-12-31,2015-12-31
GRUPO FINANCIERO MULTIVA SAB,30230LM,MXAC0EE,16,2000-12-31,2015-12-31
"GRUPO FINANCIERO SANTANDER MEXICO , S.A.B. DE C.V.",30222LM,MX40697,4,2011-12-31,2014-12-31
"GRUPO FINANCIERO SANTANDER MEXICO , S.A.B. DE C.V.",30222LM,MXE0C4C,6,2010-12-31,2015-12-31
GRUPO FINANCIERO SCOTIABANK INVERLAT SA DE SV,30226LM,MX49395,5,2011-12-31,2015-12-31
GRUPO INTERNACIONAL DE FINANZAS S.A.E.C.A.,30011LY,PY53608,3,2013-12-31,2015-12-31
GRUPO MUNDIAL TENEDORA SA,30076LN,PA39301,5,2011-12-31,2015-12-31
GRUPO MUNDIAL TENEDORA SA,30076LN,PAACA55,11,2005-12-31,2015-12-31
GRUPO SECURITY,30282LC,CL48480,5,2011-12-31,2015-12-31
GRUPO SUPERVIELLE S.A.,30287LA,AR53637,3,2013-12-31,2015-12-31
GRUPO SUPERVIELLE S.A.,30287LA,AR53638,3,2013-12-31,2015-12-31
GRUPO SUPERVIELLE S.A.,30287LA,ARD129E,5,2011-12-31,2015-12-31
GRUPPO MUTUIONLINE S.P.A.,30406EI,IT50617,1,2015-12-31,2015-12-31
GSD HOLDING ANONIM SIRKETI,30326ET,TR27909,3,2013-12-31,2015-12-31
GUARANTY BANCORP,37072NU,US68395,12,2004-12-31,2015-12-31
GUARANTY BANCORP,37072NU,USAB257,17,2000-12-31,2016-12-31
"GUARANTY BANCSHARES, INC.",US751656431,US69132,16,2000-12-31,2015-12-31
"GUARANTY BANCSHARES, INC.",US751656431,USA1AC6,5,2000-12-31,2004-12-31
"GUARANTY FEDERAL BANCSHARES, INC.",37469NU,US69137,10,2003-12-31,2014-12-31
"GUARANTY FEDERAL BANCSHARES, INC.",37469NU,US89679,3,2006-12-31,2015-12-31
"GUARANTY FEDERAL BANCSHARES, INC.",37469NU,USA17A3,18,2000-06-30,2016-12-31
GUARANTY FINANCIAL CORPORATION,US541786496,US69138,4,2000-12-31,2003-12-31
GUARANTY FINANCIAL CORPORATION,US541786496,USA18B4,4,2000-12-31,2003-12-31
GUARANTY TRUST BANK PLC,30005KN,NG47035,5,2011-12-31,2015-12-31
GUARANTY TRUST BANK PLC,30005KN,NGAF261,14,2003-02-28,2015-12-31
GULF BANK KSC (THE),30042GK,KW30417,5,2011-12-31,2015-12-31
GULF COMMERCIAL BANK,30057GI,IQ10242,5,2011-12-31,2015-12-31
GULF INVESTMENT HOUSE K.S.C.,30018GK,KW16867,2,2013-12-31,2014-12-31
"GULF WEST BANKS, INC.",US593276590,US87624,2,2000-12-31,2001-12-31
"GULF WEST BANKS, INC.",US593276590,USA1BC7,2,2000-12-31,2001-12-31
GUOCO GROUP LIMITED,20052FH,BM40039,5,2012-06-30,2016-06-30
GUOTAI JUNAN INTERNATIONAL HOLDINGS LIMITED,31167FH,HK11918,3,2013-12-31,2015-12-31
GUTENBERG GROUP AG,40093ES,CH50988,1,2013-12-31,2013-12-31
